English	Chinese	Yang 2015 #	Proto-Ngwi	Bradley 1979 #	*Proto-Ni (Lama 2012)	*Proto-Lolo-Burmese (Matisoff)	*Burmese-Ngwi (Li Yongsui 2010)	PTB (Matisoff 2002)	ProtoLalo (Yang 2015)	PN Tone	PN Initial order	PN Initial type	Hani-Longwei	Hani-Qiepu	Hani-Luchun 	Haoni	Lahu Na	Ghomozo	Kuansi 	Lavu	Talu	Xuzhang	W-Shanglizhuo	Yangliu	C-Leba	CE-Yong'an	E-Diaocao	E-Houshan	E-Taoshu	Eka	S-Mangdi	C-Qingsheng	SE- Gaoping	C-Chajiang	C-Qingyun	C-Longjie	W- Yilu	W-Shuizhuping	W-Dutian	C-Wachang	Lisu	Luquan Lisu	Tengchong Lisu	Weixi Lisu	Yongsheng Lisu	C-Lolo	E-Lolo	Jinggu Limi	Limi	Lipo	Maang	Mondzi	Mongi	Alo	Kopo (Gepo)	Naso	Nasu	Luowu Nisu	Nipu	Nersu	Nise	Laowu Nisu	Noso	Narsu	Neshu	Nesu	Lope (Awu) (Chen 2010)	Lope (Awu) (YYFC 1983)	N. Nisu	S. Nisu	Lidim	Nuosu (Huang & Dai 1992)	Nosu (Xide)	Sodi	Senza	Yino	Axi	Azhe	Sani	Azha [aza] Pelkey 2011	Sanni (Sanie)	Phola [ypg]	Phuza [ypz]	Southern Muji [ymc]	Hlepho Phowa [yhl]	Kazhuo	Lawu-Xinping Shuitang Jiuha	Toloza
eyebrow	眉毛	227							ʔmje̠Htsʰam¹				ȵa⁵⁵m̩³¹	ȵa³³xɔ⁴⁴sa⁴⁴m̩⁴²	mja̠³³xɔ³³	ma³³xo³³	me⁵⁴qu³⁵mu³³	miɛ³³kɯ⁵⁵		ma̱³³kɯ⁵⁵	ma̱³³tsi⁵⁵tsʰy⁵⁵	mi⁴⁵tsʰy⁵⁵tsʰy⁵³	me⁵⁵tsɿ³³tɕʰy³³	mi⁵⁵tsʰə³³	miɛ̠³³tɕʰy⁵⁵	miɛ̠³³tɕʰy⁵⁵tɕʰy⁵⁵	mei³³kə⁵⁵	mi³³kɨ˞⁵⁵	mi³³tsɿ³³tɕʰy⁵⁵	mɨ³³tɕi²⁴	mɛ³³ko⁵⁵tsʰə⁵⁵nə⁵⁵	mi̠³³tɕʰy⁵⁵	mi⁴⁴ku⁴⁴tsɿ⁴⁴	mɛ̠³³tsɿ⁵⁵tɕʰy⁵⁵	ʔmɛ̠³³ha⁵⁵	ʔmæ̠³³ha⁵⁵	mi⁴⁴tsɿ⁴⁴ts/ɕʰy⁴⁴	me⁴⁴tsɿ⁴⁴tɕʰy³³	me⁴⁴tsɿ³³tɕhy³³	mi̠³³tɕʰy⁵⁵	miɛ⁴⁴kɑ⁴⁴mu⁴⁴							me³³kɯ⁵⁵tɕi³³	me³³kɨ⁵⁵				kʰi¹³ŋa⁴⁴n̩⁴⁴	na̱²¹bu²¹tsʰe²¹	ȵɪ̱³³bu³³tsɛ³³	na̱²¹bu²¹tsʰe²¹	na̱²¹bu²¹tsʰe²¹	nɑ̠²bɯ̠²¹tshe²¹	na³³mu³³	na³³mi²¹	na̱³³mu³³tsʰɛ³³bu²¹	na⁵⁵mɯ²¹	na⁵⁴bu³³mu²¹	na̱³³bu²¹tsɛ⁵⁵	ȵɪ̱³³bu²¹tʂɚ⁵⁵	ne̱³³bu²¹tsɛ⁵⁵	na̱³³bɯ̱²¹tsɛ³³				ȵo̱³³m̥o³³	ȵɔ³³m̥o³³		ȵɪ̱³³mo³³	ȵo̱³³m̥o³³	ȵo̱²²m̥o²²			ne⁴⁴bu³³tsʰɤ³³	nɛ³³kɨ̠⁴⁵	ne̱⁵¹m̩³³tɕi³³	nɑ³³ʨʰi̠³¹ȵɯ³¹	ȵi⁵⁵ʦɛ³¹nɯ¹³	ȵɛ³³ʦo³³mu⁵⁵	nɛ²¹bɯ³³m̩²¹	ȵa⁵³mo²⁴	ma³³tsɿ³³məŋ³³	me̱³³dɤ²¹tsʰɤ³³
eye	眼睛	228	*(C)-myakH	92	*myakH	(s-)myakH; s-myakH	*mrakD		ʔmje̠Hsɛ²	H	16	*s-m	ȵa⁴²	ȵa³⁴	mja̠³³	ma³³tsi̠³³	mɛ⁵⁴si¹¹	miɛ̠³³tu²¹	mia³³ dɤ²¹	ma̱³³du̪²¹	ma̱³³du̪²¹	mi⁴⁵³sɛ˞²¹	me⁵⁵qʰa³³, me⁵⁵sə²¹	mi⁵⁵sɛ˞⁴¹	miɛ̠³³ɕɛ²¹	miɛ̠³³sɛ²¹	mi³³sɛ²¹	mi³³ʂɛ˞²¹	mi³³sɛ²¹	mɨ³³ɕɛ²¹	mi³³ɕɛ²¹	mi̠³³ɕɛ²¹	mi⁴⁴ʂʅ²¹	mɛ̠³³ɕɛ²¹	ʔmɛ̠³³sɛ²¹	ʔmæ̠³³sɛ²¹	mi⁵⁵sɛ²¹	mei⁵⁵sɛ²¹nɛ⁴⁴	mi⁴⁴ɕi⁵⁵ni⁵⁵	mi̠³³sɛ²¹	miɛ⁴⁴sɯ³¹	mæ³³du³¹	miɛ⁴⁴du³¹	miɛ⁴⁴du³¹	ȵɛ⁴⁴du³¹	me̠³³du²¹	na̠³³dɯ²¹	me³³tʊ²¹ F10 WV	me³³du²¹	me̠⁵⁵du̱³¹	tiu³³	khi¹³	ŋɔ⁴⁴dɤ⁴⁴	na̱²¹du³³	ȵɪ̱³³sa²¹	na̱²¹du³³	na̱²¹du³³	nɑ̠²dv̩³³	na³³du³³	na³³du³³	na̱³³sɛ³³	na⁵⁵	na⁵⁴du³³	na̱³³	ȵi̱³³du³³	ne̱³³	na̱³³dɯ³³	na³³dɯ³³		ne̠³³tu³³	ȵo̱³³dzi²¹	ȵɔ³³dzɿ²¹	ȵɔ³³ʣɿ²¹, ȵɔ³³sɿ²¹	ȵɪ̱³³dzi²¹	ȵo̱³³dzi²¹	ȵo̱²²dzi⁴²	ne̱³³sa²¹	ȵɪ³³du²¹	ne⁴⁴si²¹	nɛ³³ty²²	ne̱⁵¹sɚ³³	nɑ³³tɯ³¹	ȵi⁵⁵sɛ³³	ȵi³³ɕi⁵⁵	nɛ²¹ɕi⁵⁵	ȵa⁵⁵thi³¹	ma³³tsɿ³³	me̱³³dɤ²¹
eyeball	眼球	229							ʔmje̠Hsɛ²				ȵa⁵⁵nɯ³¹	ȵa²¹sɿ⁴⁴				miɛ̠³³kɛ³³ɕi⁵⁵				mi⁴⁵³a³³ɣɨ³³	me⁵⁵sə²¹	mi⁵⁵o³³lo³³	miɛ̠³³niɛ̠³³	miɛ̠³³ni³³ma³³	mei³³ni³³mɔ³³	mi³³ni³³zɔ²¹	mi³³ɔ³³	mɨ³³ɕɛ²¹ka³³nio⁵³	mi³³ɕɛ²¹ka⁵⁵ni³³	mi̠³³a⁵⁵ɣɨ³³zɑ²¹	mi⁴⁴ly²¹	mi̠³³a⁵⁵ɣɨŋ³³	ʔmɛ̠³³ʔly³³	ʔmæ̠³³ĩ³³	mi⁴⁴nɛ⁴⁴	mei⁵⁵sɛ²¹	me⁴⁴kʰo³³	mi̠³³kʰɑ²¹								me³³sa²¹	me³³sæ²¹													na⁵⁵du³³																		nɛ³³sʌ²²		nɑ³³si³³qɔ⁵⁵	ȵi⁵⁵sɛ³³	ȵi³³ɕi⁵⁵ma²¹	nɛ²¹za⁵⁵		ma³³tsɿ³³sɿ²¹	
tears	眼泪	230				m-brəy¹	*bhriA/*reŋA		ʔmje̠H(bi¹)ɣi¹				ȵa⁵⁵ɣɯ⁵⁵	ȵa³³pi⁴⁴	mja̠³³bi⁵⁵	ma³³pi⁵⁵	mɛ⁵⁴ɣə³¹	miɛ³³pi³⁵		ma̱³³bi⁵⁵	ma̱³³bi⁵⁵	mi⁴⁵³dzɿ³³ɣɨ²⁴	me⁵⁵tsɿ³³ɣɨ³³	mi⁵⁵ɣɨ³³	miɛ̠³³ɣɨ⁵⁵	miɛ̠³³ɣɨ³⁴	mei³³ji²⁴	mi³³ɣɨ²⁴	mi³³dzɿ²⁴	ŋ̩̩³³bi²⁴	mɛ³³bi⁵⁵	mi̠³³ɣɨ⁵⁵	mi⁴⁴ɣɨ⁴⁴	mɛ̠³³dzɿ⁵⁵ɣɨ⁵⁵	ʔmɛ̠³³ɣɨ⁵⁵	ʔmæ̠³³ɣɨ⁵⁵	mi⁴⁴ɣɨ³⁴	me⁵⁵dzɿ⁴⁴ɣɨ³³	me⁴⁴tsɿ³³	mi̠³³ɣɨ⁵⁵	miɛ⁴⁴bi⁴⁴							me³³ɣɯ³³	me³³ji³⁴				ŋɔ⁴⁴ʑe¹³	na̱²¹nʈʰɯ³³	ȵɪ̱³³ʑi³³	na̱²¹ndʰɯ³³	na̱²¹nɖʰɯ³³	nɑ̠²nʈhɯ³³	na³³nɖi³³e³³	na³³nɖi³³	na̱³³dʐi³³	na⁵⁵diu³³	na⁵⁴ndi³³	na̱³³ʑi³³	ȵɪ̱³³ʑi³³	ne̱³³ʑi²¹	na̱³³ʑi²¹				ȵo̱³³bi³³	ȵɔ³³bɿ³³		ȵɪ̱³³bi³³	ȵo̱³³bi³³	ȵo̱²²bi²²			ne⁴⁴ʐi³³	nɛ³³ʑi²¹	ne̱⁵¹dʐi³³	nɑ³³ʑi̠²³	ni⁵⁵ʐi³³	ȵi³³ʑi⁵⁵	nɛ²¹zɿ³³	ȵa⁵³	ma³³ɣə⁵⁵	me̱³³dʑi⁵⁵
nose	鼻子	231	sna² kaŋ²	93	*sna¹biʔL, *sna¹khoŋ¹		*n̥haA	s-na koŋ (hole); ʔna¹ (~ CN)	ʔna¹kʰaŋ²/³	1	16	̈̈*s-m	na⁵⁵me⁵⁵	na³³mɛ⁴⁴	na⁵⁵me⁵⁵	nɔ⁵⁵mɛ⁵⁵	nᴀ³¹qhɔ⁵³	nɔ⁵⁵tɕy⁵⁵tɕi⁵⁵	ʔnɯ⁵⁵tsua⁵⁵	nu⁵⁵kʰu⁵⁵	nu⁵⁵tʂʰu⁵⁵	nɨ˞⁴⁵kʰɤ̪˞³³	na⁵⁵qʰɤ̪³³	na⁵⁵kʰo²¹	nɑ⁵⁵kʰv̩³³	na⁵⁵kʰə³³	na⁵⁵kʰɤ̪³³	na⁵⁵kʰɤ̪˞²¹	na⁵⁵kʰɤ̪³³	na²⁴kʰv̩²¹	no⁵⁵kʰu³³	nɑ⁵⁵kʰv̩³³	nɛ⁴⁴kʰu³³	nɑ⁵⁵kʰv̩³³	ʔna⁵⁵kʰə³³	ʔna⁵⁵kʰv̩³³	nɐ⁴⁴kʰv̩³³	na⁴⁴kʰv̩³³	na⁴⁴kʰv̩˞³³	nɑ⁵⁵kʰv̩³³	nɑ⁴⁴khu⁴⁴, nɑ⁴⁴bi³³	nu³³kʰu³³	nɑ⁴⁴bẽ³³	nɑ⁴⁴tʃʰẽ⁴⁴	nɑ⁴⁴kʰɯ³³	nu³³ku³³bi³³	no³³bi³³ka̠³³le̠²¹	nu³³kʰu³³	nu⁵⁵kʰu²¹	nu³³bi³³	tie̱³³	tʂoŋ⁵³	nɔ¹³bɪ²¹	nu³³mu³³	no³³bo̱²¹	no³³mo³³	no³³mo³³	nu³b	nu³³mo⁵⁵	no¹³bɪ²¹	nu³³bɪ²¹	nu³³bə²¹	nɔ⁵⁴mɔ³³	no⁵⁵ko̱²¹	no⁵⁵ko̱²¹	no⁵⁵bɤ̱²¹	nu³³be²¹	nu⁴⁴nei̠²¹		no⁵⁵tu³³	n̥a²¹bɪ̱⁵⁵	n̥ɑ²¹bi⁵⁵	n̥a²¹bi⁵⁵	na²¹bɪ̱⁵⁵	n̥a²¹bɪ̱⁵⁵	n̥a⁴²bɪ̱²⁵	no³³bo̱²¹	nɯ̱³³bɯ̱²¹	nɑ⁴⁴bɪ³³	nɔ⁴⁴mɔ²¹	na³³bɯ³³	nɑ⁵⁵qɔ³³	na⁵⁵kɯ³³	ȵa³³kɯ²¹	na³³kɯ⁵⁵	na³⁵khv̩³³	na⁵⁵mi⁵⁵	nɑ³³tsu⁵⁵
ear	耳朵	232	ʔna² ʔbaŋ¹	102	*sna¹po¹	ʔ-na²	*n̥hahB	ʔna²	ʔna²paŋ¹	2	17	*ʔ-m	na³¹po⁵⁵	na⁴⁴po⁵³	na³¹bo⁵⁵	nɔ³¹pv̩⁵⁵	nᴀ³¹pɔ³³	nɔ̠²¹pu⁵⁵pʰa⁴⁴	ʔnu²¹pa⁵⁵	nu²¹pa⁵⁵ti³³	nu²¹pa⁵⁵	na²¹pa⁵⁵kv̩³³	na²¹pu²⁴	na²¹pu³³	nɑ²¹pu⁵⁵	na²¹pɨ⁵⁵	na²¹pa⁵⁵	nɔ²¹pa⁵⁵	na²¹pa⁵⁵ku³³	na²¹pa²⁴	no²¹pa⁵⁵kɛ³³	nɑ²¹pu⁵⁵tsɿ³³	la⁵⁵pa⁴⁴	nɑ²¹pu⁵⁵	ʔna̤²¹pu⁵⁵	ʔna²¹pu⁵⁵	na⁵⁵sɐ³³	na²¹pu⁴⁴	na²¹pa²⁴	nɑ²¹pu⁵⁵	nɑ⁴⁴po⁴⁴	no³³pɒ³¹	nɑ⁴⁴po⁴⁴	nɑ⁵⁵po⁴⁴	nɑ⁵⁵po⁴⁴	no⁵⁵pa³³tɕi³³	nu⁵⁵pa³³	nɔ⁵⁵pɔ³³	no⁵⁵po³³	no⁵⁵pa³³	pɑŋ³³	lkɑŋ⁵³	nɔ⁴⁴pɔ¹³	nu²¹pɒ³³	no³³pu³³	no²¹pɔ³³pʰa̱⁵⁵	nɔ²¹pɔ³³	no²¹pɒ³³	no²¹pɔ³³	no²¹po¹³	nu³³po³³	lɔ³¹po³³	no²pɔ⁵⁴	no⁵⁵pa⁵⁵	no⁵⁵pa⁵⁵	no⁵⁵pa⁵⁵	nu³³po³³	no⁴⁴po⁴⁴		lo⁵⁵pᴀ⁵⁵	n̥ɯ²¹po³³	n̥ɑ²¹po³³	n̥a²¹po³³	nɯ²¹po³³	n̥ɯ²¹po³³	n̥ɯ⁴²po²²	no³³pa³³	no⁵⁵pɯ³³	nɑ⁵⁵po⁴⁴	nu̠⁴⁵pɯ²²	na²¹pu³³	nɑ³³pɔ³³	na³³bʌ³³	na⁵⁵pə³³tɬa⁵⁵	na⁵⁵pə³³	na³⁵po³⁵tɕha³¹	la³³pu³³	na³³po³³
cheeks	颊	233	*ba²	99					ba²				ba³¹ba³¹	pa⁴⁴jo³¹		pɔ³¹pɔ³¹		mi̠²¹tɯ⁵⁵kʰwei⁵⁵				bo²¹tɛ˞⁴⁵³	ba²¹la³³qʰɛ˞⁴⁴	ba²¹wv̩²¹te³³	bɑ²¹kʰɑ²¹	bo̠u²¹, ba²¹wu²¹		pʰa²¹mi³³hi²¹tʰɛ²¹	bɔ²¹kɛ⁵⁵	pʰa̠ʔ²¹ni³³kʰu²¹tsuɛ⁵⁵jo³¹		bou²¹ko̠³³lo̠³³, ba²¹wu²¹ko̠³³lo̠³³	bo²¹tɛ⁴⁴	bɑ²¹tɕɛ⁵⁵	ba̤²¹kʰə⁵⁵tsɿ³³	ba²¹wu²¹	bɐ²¹kɛ³³	ba²¹gv̩²⁴, pʰu²¹gu²⁴	bo²¹lo³³kʰɛ˞⁴⁴	pʰu̥²¹mi̠³³bɑ²¹									bo²¹ta³³																							bo³³lo³³								pɔ³³mi³³		pɑ³³kʰu⁵⁵	tjɛ³¹	ɬu²¹tɯ³³	tɬʰə³³	sɛ³³to³³	pa²¹ma³³	
mouth	嘴	234	*(C)me²/mokL	94	*ŋwi²pu², *khɯ¹		*ŋ̊luatD	m-ka (PTB)	kʰa²pe̠ᶫ-- after Eka left, but before Davies				me³¹tsu³¹	mɛ⁴⁴pɔ³¹	me³¹bɔ³¹	xɔ³¹mɛ³³	mɔ²¹qɔ³³	mɛ̠²¹tɯ²¹tɕi⁵⁵	kʰa²¹ bi²¹	kʰe²¹pʰe²¹	kʰa²¹pʰe²¹	kʰa³³pɛi³³	qʰa²¹pʰe⁵³	ma²¹nɛ˞⁵³	kʰa²¹pʰiɛ̠²¹	kʰa²¹pi̠²¹	kʰa²¹pei⁴²	kʰa²¹pi̠²¹	kʰa²¹pʰi²¹	ɛ²¹mə³³	mə³³tʃu⁵⁵	m̩³³dzɿ³³	kʰə²¹pʰɛ⁵⁵	kʰɑ²¹pʰy²¹	kʰa²¹pʰɛ³³	kʰæ̠²¹pʰæ̠²¹	mɨ³³dzɿ³³	kʰə/a²¹pʰɛʔ⁴⁵³	kʰa²¹pʰɛ⁴⁴/⁵⁵	kʰɑ²¹pʰiɛ̠²¹	mɯ³¹lɯ³⁵	mi³¹kʰu³³	mɯ³¹nɯ³⁵	kʰɑ³¹be³¹	mɯ³¹lɯ³⁵			mu²¹kʰu³³  腮帮  po²¹mɯ̠⁵⁵ɣɯ⁵⁵	mo²¹kʰu³³		ŋuɪ³⁵	mɑ²¹	ma²¹	ȵe̱⁵⁵pu²¹	ni²¹pʰɪ̱²¹	ŋe̱⁵⁵pu²¹	ȵe̱⁵⁵pu²¹	ȵe̠⁵⁵ne³³	mi¹³pu²¹	hi²¹ɖu²¹	ni²¹pʰi³³	ni⁵⁵pu²¹	ȵɪ²pu⁵⁴	ȵe²¹pʰo²¹	ȵɪ̱²¹pʰi³³	ne̱²¹pʰo²¹	mi⁵⁵pʰi³³	mɪ⁵⁵phɪ³³		ȵe̠²¹pʰi³³	kʰa²¹pʰɪ̱⁵⁵	khɑ²¹phi⁵⁵	mi²¹pu²¹, kha²¹phi⁵⁵, khɯ³³	ŋɪ̱²¹lɪ̱³³	kʰa²¹pʰɪ̱⁵⁵	kʰa⁴²pʰɪ̱⁵⁵	ni²¹phe̱²¹	ȵi²¹phɪ̠²¹	n̩⁵⁵ȵɑ⁴⁴	ȵy³³ʨœ⁴⁴	ki²¹	ȵi⁵⁵pʰu³³	ȵi³³pʰi⁵⁵	ȵi²¹pʰi³³	n̩³³tʰo⁵⁵	ni³¹na³²³	me̠³¹ni³³	mu²¹nɛ³³
lips	嘴唇	235	*(C)me²/mokL - re¹ & *C-ɡukL	95			*qhokD	mu:r	mɨ²la³				me³¹xu³¹	mɛ⁴⁴lo³¹	me³¹lu³¹	mɛ³¹pha³¹	mə⁵³ɡə³¹	m̩²⁴kɛ˞²¹tɕi⁵⁵		kʰe²¹pʰe²¹dʑi⁵⁵	nu⁵⁵tsʰi²¹	mɛ˞³³lɛ˞³³gɨ²⁴	mv̩²¹lɛ˞³³		əŋ²¹mɨ³³			m̩²¹mɨ²⁴kɨ̠²¹		ɛ²¹mə³³pʰi³³la̠ʔ²¹	n̩²¹la̠³³	m̩²¹la³³pʰi̠²¹	ŋ²¹la³³	m̩²¹la³³pʰi̠²¹			mɨ³³dzɿ³³gɨ²⁴		m̩²¹lɛ˞⁴⁴tsɿ³³	kʰɑ²¹pʰiɛ̠²¹ɣɨ⁵⁵	mɯ³¹lɯ³⁵ku³⁵dʒi³³							mɯ²¹ lɐ⁵⁵	mo²¹la³³				ma²¹lu²¹	ȵe̱⁵⁵tʂʰɔ³³	ni²¹tɕi³³	ŋe̱⁵⁵tʂʰɔ³³	ȵe̱⁵⁵tʂʰǫ³³	ȵe̠⁵⁵tʂʰɛ˞³³	mi¹³ndʑi²¹	hi²¹kɤ³³	ni²¹tɕi³³	niɛ³⁵tse⁵³	ȵɪ²pʰɪ³³	ȵe²¹bɛ³³	ȵi̱²¹pɪ̱³³	ne̱²¹pa̱²¹	ȵɪ⁵⁵pʰa⁵⁵				mi²¹ndʑi³³	mi²¹pu²¹/mi²¹ndʑɿ³³		ŋɪ²¹ndzi³³	mi²¹ndʑi³³	mi⁴²ndʑi²²			n̩⁵⁵pʰu³³	ȵy³³pɛ³³kʰɨ²²	ni²¹pʰi⁵⁵	ȵɛ³³pæ̠³¹	ȵi³³pʰi⁵⁵ʣə³¹	ȵi²¹pʰu²¹ba²¹	n̩³³pi⁵⁵	ni³¹na³²³	me̠³¹ni³³kə³³	mu³³nɛ³³be̱³³
teeth	牙齿	236	*swa² & *ʔ-cway¹	96.1	*ǳwy¹	ǆway¹	*shuahB/*dʒhueA		sy²	2	15	*s	sɤ⁴²	sɤ⁵³	sɤ³¹	ɔ³¹tʃɯ⁵⁵	tsi³¹	sɯ²¹	sɯ̠²¹ tsʰɿ⁵⁵	sɯ²¹	sɯ²¹	sy²¹	ɕy²¹ɣa²⁴	sə²¹	sy²¹ɣa⁵⁵	ɕy²¹	sə²¹	ʃɨ˞²¹	ɕy²¹	ɕi²¹	so²¹ko⁵⁵, soŋ²¹ko⁵⁵	ɕy²¹	ɕy²¹	ɕy²¹	sy²¹ɦa⁵⁵	sy²¹wu⁵⁵	ɕi²¹ɦa²⁴; ɕy²¹ɣa²⁴	sɛ²¹wo²⁴	ɕy²¹gɨ²⁴	ɕy²¹wu⁵⁵	sɿ³¹tʃhi⁴⁴	sə³¹	sɿ³¹tʃʰi⁴⁴	sɿ³¹tʃʰi³³	se³¹tʃʰi⁴⁴	sə²¹	sɛ²¹	ɕe²¹/se²¹	se²¹ / sə²¹	sɤ³³tsʻi⁵⁵	ŋuɪ²¹so³³	ʨi¹³	tɕi¹³	dʐɔ²¹	dʐɛ³³	dʐɔ²¹	dʐǫ²¹	dʐɛ˞²¹	dze²¹	dʐe²¹	dʐɛ²¹	dzɛ²¹	dzɛ²¹	dzɛ²¹	dʐɚ²¹	dzɛ²¹	dʐɛ²¹	dʐæ̠˞²¹³		dʑɛ²¹	dʐi³³	dʐɿ³³mɑ³³	dʐɿ³³(ma³³)	dʐi³³	dʐi³³	dʐi²²	tʂa³³ɣɯ²¹	ʣɛ²²	tʂi³³mɑ³³	ʨa²¹	dʐɚ³³	ʨi̠²³	ʣɛ³¹	sə⁵⁵ma²¹	ʣə²¹	sɿ³¹sɿ³³	su³³tɕi³³	sɤ²¹
front teeth	前牙	237																mv̩˞³³sɯ²¹				wu²¹ɕi⁵⁵xɨ²¹sy²¹	a²⁴bi²¹ɕy²¹ɣa²⁴	ɣɨ²¹ĩ³³su³³sə²¹		a⁵⁵kʰɛ²¹ɕy²¹	a⁵⁵kʰɛ²¹mɔ³³sə²¹	ʃɨ˞²¹ta⁵⁵mɨ³³	a⁵⁵kʰa²¹pʰi²¹ɕy²¹	ɕi²¹a²⁴gu⁵⁵kʰi²¹	dzo⁵⁵ko⁵⁵jo²¹			ɕy²¹ɑ⁵⁵tɕʰi²¹pi³³mɑ³³	a⁵⁵kʰai²¹ma³³pʰɛ³³	sy²¹wu⁵⁵a⁵⁵cʰɛ³³di³³ma³³	a⁵⁵kʰɛ²¹du²¹ma³³	ɕy²¹wo²⁴										a³³tu⁵⁵ɕe²¹/se²¹	sɛ²¹a³³du²¹pʰi²¹																																						kao³³a⁵⁵su³³tsɿ³³	
back teeth	后牙	238												pa²²li³³sɤ²²ma³³没录				ɣɯ²⁴kʰɯ²¹mɔ³³				ɣɛ˞²⁴tɛ˞³³xɨ²¹sy²¹	i²¹ɕi²⁴ɕy²¹ɣa²⁴	ŋa³³ni²¹su³³sə²¹		ɕy²¹dzɑ²⁴pɑ³³	dzə²⁴gə²¹sə²¹	ʃɨ˞²¹mɔ³³di³³	y²⁴ky²¹	ɕi²¹tsa³³gɨ²¹mo³³	dzo⁵⁵ko⁵⁵mo³³	ɕy²¹wu²¹tu⁵⁵		y⁵⁵ky²¹		y⁵⁵ku²¹	pan²¹ja²¹	ɕy²¹wo²⁴ɣa⁴⁴du³³	y⁴⁴gɨ²⁴mo³³	y⁵⁵ko²¹								a³³kʰɤ⁵⁵lɤ³³	i²⁴gɨ³³lo³³mo³³													dzɛ²¹ɡə¹³																									su³³tɕi³³ka²¹nə³³	
gums	齿龈	239	*ʔ-ko³ & *diŋ²	98									sɤ³¹tɕhi⁵⁵	sɤ⁴⁴tɕʰi⁵³		ɔ³¹tʃɯ⁵⁵tu³¹phɛ³¹		hao²¹sɯŋ²⁵ɣɛ⁵⁵				sy²¹no²¹gɨ²⁴, sy²¹tɕi³³	ɕy²¹ɣa²⁴kʰɨ⁵⁵tɕi³³		ɕy²¹tɕi³³	ɕy²¹kʰə⁵⁵	sə²¹dɔ²¹	ʃɨ˞²¹kʰɨ⁵⁵tɕi³³	ɕy²¹kʰɨ⁵⁵tɕi³³	ɕi²¹xou²⁴	soŋ²¹ko⁵⁵xo²¹	ɕy²¹tɕi³³	ɕy²¹kʰɨ⁵⁵tɕi³³	ɕy²¹tɕi³³	sy²¹ɦa⁵⁵kʰə⁵⁵tɕi³³	sy²¹wu⁵⁵kʰɨ⁵⁵tɕi³³	ɕi²¹ɦa²⁴tɕi³³	ɕy²¹tɕi³³	ɕy²¹tɕi³³	ɕy²¹tɕi³³								lɤ³³nɤ³³ʐʊ²¹	se²¹di²¹									dzɛ˞²¹tɕʰi³³				dzɛ²¹ɡe²¹tɕʰi¹³mɛ⁵⁵										ni³⁴l̩³³								ʨa²¹tɨ³³		---	ʣɛ³¹ʦʰi³¹	sə⁵⁵ma²¹ko²¹	ʣə²¹ʦʰɿ³³		kʰə³³tɕʰi³³	
tongue	舌头	240	*ʔ-l(y)a¹	97	*s/ʔ-lo¹		*ȴ̥haA		ʔla¹	1	19	*ʔl	ɬa³¹	la⁴⁴ma⁴²	la⁵⁵ma³³	ɔ³¹l̥ɔ⁵⁵	xᴀ³³tɛ³¹	lɔ⁵⁵pi⁵⁵tɕi⁵⁵	lu⁵⁵pʰia²¹	lu⁵⁵	lu⁵⁵	lo⁴⁵³	la⁴⁴	la³³	lɑ⁵⁵	la⁵⁵	lɔ⁵⁵	lɔ⁵⁵	lɔ⁵⁵	lo²⁴	lɛ⁵⁵pɛ⁵⁵	lɑ⁵⁵	lu⁴⁴	lɑ⁵⁵	ʔla⁵⁵	ʔla⁵⁵	lɐ⁴⁴	la⁴⁴	lo⁴⁴	lɛ⁵⁵	lɑ⁴⁴tʃhɯ⁴⁴	lo³³	lɑ⁴⁴tʃʰẽ³³	lɑ⁴⁴tʃʰə⁴⁴	lɑ⁴⁴tʃʰə³³			lɤ³³	lə³³		ŋuɪ²¹lei³³	ma²¹li⁴⁴	ma²¹lɔ¹³	ɬu³³	lo³³	ɬo³³	ɬo³³	ɬo³³	ɬu³³	ɬu¹³	ɬu³³	xu³³dei³³	ɬo⁵⁴	ɬo⁵⁵pʰe²¹	ɬo⁵⁵pʰɪ²¹	ɬo⁵⁵pʰe²¹	ɬu³³	ɬo⁴⁴bei⁴⁴		ɬo⁵⁵pʰe²¹	ha³³nɪ̱³³	hɑ³³ne³³	ha³³ne³³	ɬa³³	ha³³nɪ̱³³	ha²²nɪ̱²²	lo³³	la³³pi²¹	ɬɑ⁴⁴	lu⁴⁴pɛ²¹	la³³pɯ³³	lɑ⁵⁵	ɬɛ⁵⁵bi³³	ɬa³³bjɛ³³	ɬa³³bi³³	la³⁵	la⁵⁵li⁵⁵	lɑ³³
